prompt_family,decision,grouping,level,num_trajectories,original_accuracy,flipped_accuracy,accuracy_change,original_seed_pooled_accuracy,flipped_seed_pooled_accuracy,seed_pooled_accuracy_change,original_first_label_rate,flipped_first_label_rate,prediction_changed_count,improved_count,worsened_count,mean_score_delta_flip_minus_original
color,linear,target_color,blue,12,0.08333333333333333,0.25,0.16666666666666666,0.15833333333333333,0.3,0.1416666666666667,0.08333333333333333,0.25,4,3,1,-0.004812372493297361
color,linear,target_color,red,12,0.5833333333333334,0.75,0.16666666666666666,0.6416666666666667,0.7916666666666666,0.15000000000000002,0.4166666666666667,0.25,4,3,1,0.009733663685713904
color,linear,target_side,left,12,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.20833333333333334,0.3833333333333333,0.17500000000000002,0.3333333333333333,0.16666666666666666,2,2,0,0.00529982357110314
color,linear,target_side,right,12,0.5,0.6666666666666666,0.16666666666666666,0.5916666666666667,0.7083333333333334,0.11666666666666665,0.16666666666666666,0.3333333333333333,6,4,2,-0.000378532378686598
color,linear,blue_side,left,12,0.4166666666666667,0.4166666666666667,0.0,0.4666666666666666,0.42500000000000004,-0.041666666666666664,0.08333333333333333,0.08333333333333333,2,1,1,0.004395782733304733
color,linear,blue_side,right,12,0.25,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4166666666666667,0.4166666666666667,6,5,1,0.0005255084591118082
color,linear,trajectory_condition,C0,8,0.375,0.625,0.25,0.3875,0.6499999999999999,0.26249999999999996,0.125,0.125,2,2,0,0.0019215625064033593
color,linear,trajectory_condition,C1,8,0.25,0.5,0.25,0.375,0.5375,0.1625,0.25,0.25,2,2,0,0.001993037834763528
color,linear,trajectory_condition,C2,8,0.375,0.375,0.0,0.4375,0.44999999999999996,0.012499999999999997,0.375,0.375,4,2,2,0.003467336447457926
color,linear,layout_x_target_side,L1/left,6,0.16666666666666666,0.16666666666666666,0.0,0.21666666666666667,0.26666666666666666,0.05000000000000001,0.3333333333333333,0.3333333333333333,0,0,0,0.002004470409831717
color,linear,layout_x_target_side,L1/right,6,0.3333333333333333,0.5,0.16666666666666666,0.49999999999999994,0.6166666666666667,0.11666666666666668,0.16666666666666666,0.3333333333333333,3,2,1,-0.00042772623362264225
color,linear,layout_x_target_side,L3/left,6,0.16666666666666666,0.5,0.3333333333333333,0.19999999999999998,0.5,0.3,0.3333333333333333,0.0,2,2,0,0.008595176732374562
color,linear,layout_x_target_side,L3/right,6,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.6833333333333332,0.7999999999999999,0.11666666666666665,0.16666666666666666,0.3333333333333333,3,2,1,-0.00032933852375055414
color,linear,condition_x_target_side,C0/left,4,0.5,0.5,0.0,0.4,0.525,0.125,0.0,0.0,0,0,0,-0.003741455466176072
color,linear,condition_x_target_side,C0/right,4,0.25,0.75,0.5,0.375,0.775,0.4,0.25,0.25,2,2,0,0.00758458047898279
color,linear,condition_x_target_side,C1/left,4,0.0,0.25,0.25,0.05,0.25,0.2,0.5,0.25,1,1,0,0.006014050644718939
color,linear,condition_x_target_side,C1/right,4,0.5,0.75,0.25,0.7,0.825,0.125,0.0,0.25,1,1,0,-0.002027974975191883
color,linear,condition_x_target_side,C2/left,4,0.0,0.25,0.25,0.175,0.375,0.2,0.5,0.25,1,1,0,0.013626875534766552
color,linear,condition_x_target_side,C2/right,4,0.75,0.5,-0.25,0.7,0.525,-0.175,0.25,0.5,3,1,2,-0.0066922026398507015
color,linear,target_color_x_target_side,blue/left,6,0.0,0.0,0.0,0.03333333333333333,0.016666666666666666,-0.016666666666666666,0.0,0.0,0,0,0,-3.805738130603006e-05
color,linear,target_color_x_target_side,blue/right,6,0.16666666666666666,0.5,0.3333333333333333,0.2833333333333334,0.5833333333333334,0.3,0.16666666666666666,0.5,4,3,1,-0.009586687605288694
color,linear,target_color_x_target_side,red/left,6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3833333333333333,0.75,0.3666666666666667,0.6666666666666666,0.3333333333333333,2,2,0,0.01063770452351231
color,linear,target_color_x_target_side,red/right,6,0.8333333333333334,0.8333333333333334,0.0,0.9,0.8333333333333334,-0.06666666666666667,0.16666666666666666,0.16666666666666666,2,1,1,0.008829622847915497
color,exponential,overall,all,24,0.2916666666666667,0.4166666666666667,0.125,0.3416666666666666,0.45416666666666666,0.11249999999999998,0.20833333333333334,0.16666666666666666,7,5,2,0.0027898203945560147
color,exponential,layout,L1,12,0.3333333333333333,0.25,-0.08333333333333333,0.325,0.3333333333333333,0.008333333333333338,0.16666666666666666,0.25,3,1,2,0.0019869947569319036
color,exponential,layout,L3,12,0.25,0.5833333333333334,0.3333333333333333,0.3583333333333334,0.575,0.21666666666666665,0.25,0.08333333333333333,4,4,0,0.0035926460321801285
color,exponential,target_color,blue,12,0.0,0.08333333333333333,0.08333333333333333,0.05000000000000001,0.10833333333333335,0.05833333333333333,0.0,0.08333333333333333,1,1,0,-0.004539711943307365
color,exponential,target_color,red,12,0.5833333333333334,0.75,0.16666666666666666,0.6333333333333333,0.8000000000000002,0.1666666666666666,0.4166666666666667,0.25,6,4,2,0.010119352732419394
color,exponential,target_side,left,12,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.18333333333333332,0.4166666666666667,0.2333333333333333,0.4166666666666667,0.08333333333333333,4,4,0,0.005422518432062308
color,exponential,target_side,right,12,0.5,0.4166666666666667,-0.08333333333333333,0.5,0.49166666666666664,-0.008333333333333337,0.0,0.25,3,1,2,0.00015712235704972254
color,exponential,blue_side,left,12,0.5,0.3333333333333333,-0.16666666666666666,0.45,0.3833333333333333,-0.06666666666666667,0.0,0.16666666666666666,2,0,2,-0.0003920314289633774
color,exponential,blue_side,right,12,0.08333333333333333,0.5,0.4166666666666667,0.2333333333333333,0.525,0.2916666666666667,0.4166666666666667,0.16666666666666666,5,5,0,0.005971672218075408
color,exponential,trajectory_condition,C0,8,0.375,0.625,0.25,0.3625,0.6,0.2375,0.125,0.125,2,2,0,0.004135027177353326
color,exponential,trajectory_condition,C1,8,0.25,0.25,0.0,0.35,0.38749999999999996,0.03749999999999999,0.25,0.25,2,1,1,-0.00019844397274537684
color,exponential,trajectory_condition,C2,8,0.25,0.375,0.125,0.3125,0.375,0.06249999999999999,0.25,0.125,3,2,1,0.004432877979060097
color,exponential,layout_x_target_side,L1/left,6,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.20000000000000004,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.16666666666666666,1,1,0,0.0030617893570868138
color,exponential,layout_x_target_side,L1/right,6,0.5,0.16666666666666666,-0.3333333333333333,0.44999999999999996,0.3333333333333333,-0.11666666666666668,0.0,0.3333333333333333,2,0,2,0.000912200156776994
color,exponential,layout_x_target_side,L3/left,6,0.0,0.5,0.5,0.16666666666666666,0.5,0.3333333333333333,0.5,0.0,3,3,0,0.007783247507037802
color,exponential,layout_x_target_side,L3/right,6,0.5,0.6666666666666666,0.16666666666666666,0.5499999999999999,0.65,0.10000000000000002,0.0,0.16666666666666666,1,1,0,-0.0005979554426775486
color,exponential,condition_x_target_side,C0/left,4,0.25,0.5,0.25,0.35,0.475,0.125,0.25,0.0,1,1,0,-0.0024458406840821463
color,exponential,condition_x_target_side,C0/right,4,0.5,0.75,0.25,0.375,0.7250000000000001,0.35,0.0,0.25,1,1,0,0.010715895038788796
color,exponential,condition_x_target_side,C1/left,4,0.0,0.25,0.25,0.1,0.325,0.22499999999999998,0.5,0.25,1,1,0,0.0025098171308388833
color,exponential,condition_x_target_side,C1/right,4,0.5,0.25,-0.25,0.6000000000000001,0.45,-0.15000000000000002,0.0,0.25,1,0,1,-0.002906705076329637
color,exponential,condition_x_target_side,C2/left,4,0.0,0.5,0.5,0.1,0.45,0.35,0.5,0.0,2,2,0,0.01620357884943019
color,exponential,condition_x_target_side,C2/right,4,0.5,0.25,-0.25,0.525,0.30000000000000004,-0.22500000000000003,0.0,0.25,1,0,1,-0.007337822891309992
color,exponential,target_color_x_target_side,blue/left,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.005088865729320464
color,exponential,target_color_x_target_side,blue/right,6,0.0,0.16666666666666666,0.16666666666666666,0.10000000000000002,0.21666666666666667,0.11666666666666665,0.0,0.16666666666666666,1,1,0,-0.0039905581572942635
color,exponential,target_color_x_target_side,red/left,6,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.3666666666666667,0.8333333333333334,0.4666666666666666,0.8333333333333334,0.16666666666666666,4,4,0,0.01593390259344508
color,exponential,target_color_x_target_side,red/right,6,1.0,0.6666666666666666,-0.3333333333333333,0.9,0.7666666666666666,-0.13333333333333333,0.0,0.3333333333333333,2,0,2,0.00430480287139371
side,10pct,overall,all,24,0.7916666666666666,0.5416666666666666,-0.25,0.7125,0.5416666666666666,-0.17083333333333336,0.7083333333333334,0.9583333333333334,6,0,6,0.008033602957148106
side,10pct,layout,L1,12,0.8333333333333334,0.5833333333333334,-0.25,0.6916666666666668,0.5916666666666667,-0.09999999999999998,0.6666666666666666,0.9166666666666666,3,0,3,0.006545986412093045
side,10pct,layout,L3,12,0.75,0.5,-0.25,0.7333333333333334,0.4916666666666667,-0.2416666666666667,0.75,1.0,3,0,3,0.009521219502203167
side,10pct,target_color,blue,12,0.8333333333333334,0.5833333333333334,-0.25,0.7416666666666666,0.5833333333333334,-0.15833333333333333,0.6666666666666666,0.9166666666666666,3,0,3,-0.0007269667321816066
side,10pct,target_color,red,12,0.75,0.5,-0.25,0.6833333333333332,0.49999999999999994,-0.18333333333333335,0.75,1.0,3,0,3,0.016794172646477822
side,10pct,target_side,left,12,1.0,1.0,0.0,0.9416666666666668,0.9166666666666666,-0.025000000000000005,1.0,1.0,0,0,0,0.026806528363376863
side,10pct,target_side,right,12,0.5833333333333334,0.08333333333333333,-0.5,0.48333333333333334,0.16666666666666666,-0.3166666666666667,0.4166666666666667,0.9166666666666666,6,0,6,-0.010739322449080645
side,10pct,blue_side,left,12,0.75,0.5,-0.25,0.6749999999999999,0.5333333333333333,-0.1416666666666667,0.75,1.0,3,0,3,0.005819215684508283
side,10pct,blue_side,right,12,0.8333333333333334,0.5833333333333334,-0.25,0.75,0.55,-0.20000000000000004,0.6666666666666666,0.9166666666666666,3,0,3,0.010247990229787928
side,10pct,trajectory_condition,C0,8,0.625,0.5,-0.125,0.625,0.4875,-0.1375,0.875,1.0,1,0,1,0.01380398444598541
side,10pct,trajectory_condition,C1,8,1.0,0.625,-0.375,0.8625,0.575,-0.2875,0.5,0.875,3,0,3,0.004019260019995274
side,10pct,trajectory_condition,C2,8,0.75,0.5,-0.25,0.65,0.5625,-0.08750000000000001,0.75,1.0,2,0,2,0.006277564405463636
side,10pct,layout_x_target_side,L1/left,6,1.0,1.0,0.0,0.9333333333333332,0.9,-0.033333333333333326,1.0,1.0,0,0,0,0.01733366719136636
side,10pct,layout_x_target_side,L1/right,6,0.6666666666666666,0.16666666666666666,-0.5,0.45,0.2833333333333334,-0.16666666666666666,0.3333333333333333,0.8333333333333334,3,0,3,-0.004241694367180267
side,10pct,layout_x_target_side,L3/left,6,1.0,1.0,0.0,0.9500000000000001,0.9333333333333335,-0.01666666666666668,1.0,1.0,0,0,0,0.03627938953538736
side,10pct,layout_x_target_side,L3/right,6,0.5,0.0,-0.5,0.5166666666666666,0.05000000000000001,-0.46666666666666673,0.5,1.0,3,0,3,-0.01723695053098102
side,10pct,condition_x_target_side,C0/left,4,1.0,1.0,0.0,0.9,0.9,0.0,1.0,1.0,0,0,0,0.038070289241150024
side,10pct,condition_x_target_side,C0/right,4,0.25,0.0,-0.25,0.35,0.075,-0.275,0.75,1.0,1,0,1,-0.010462320349179207
side,10pct,condition_x_target_side,C1/left,4,1.0,1.0,0.0,0.975,0.85,-0.125,1.0,1.0,0,0,0,0.027040575668215758
side,10pct,condition_x_target_side,C1/right,4,1.0,0.25,-0.75,0.75,0.3,-0.45000000000000007,0.0,0.75,3,0,3,-0.01900205562822521
side,10pct,condition_x_target_side,C2/left,4,1.0,1.0,0.0,0.95,1.0,0.04999999999999999,1.0,1.0,0,0,0,0.015308720180764795
side,10pct,condition_x_target_side,C2/right,4,0.5,0.0,-0.5,0.35,0.125,-0.225,0.5,1.0,2,0,2,-0.002753591369837523
side,10pct,target_color_x_target_side,blue/left,6,1.0,1.0,0.0,0.9333333333333332,0.9500000000000001,0.01666666666666668,1.0,1.0,0,0,0,0.015831571401407323
side,10pct,target_color_x_target_side,blue/right,6,0.6666666666666666,0.16666666666666666,-0.5,0.5499999999999999,0.21666666666666667,-0.3333333333333333,0.3333333333333333,0.8333333333333334,3,0,3,-0.017285504865770535
side,10pct,target_color_x_target_side,red/left,6,1.0,1.0,0.0,0.9500000000000001,0.8833333333333333,-0.0666666666666667,1.0,1.0,0,0,0,0.03778148532534639
side,10pct,target_color_x_target_side,red/right,6,0.5,0.0,-0.5,0.4166666666666667,0.11666666666666668,-0.3,0.5,1.0,3,0,3,-0.004193140032390754
side,20pct,overall,all,24,0.6666666666666666,0.625,-0.041666666666666664,0.6416666666666667,0.6208333333333332,-0.020833333333333332,0.8333333333333334,0.875,5,2,3,0.023808100777290144
side,20pct,layout,L1,12,0.6666666666666666,0.75,0.08333333333333333,0.625,0.7083333333333334,0.08333333333333333,0.8333333333333334,0.75,3,2,1,0.019304355184237166
side,20pct,layout,L3,12,0.6666666666666666,0.5,-0.16666666666666666,0.6583333333333333,0.5333333333333333,-0.12500000000000003,0.8333333333333334,1.0,2,0,2,0.02831184637034312
side,20pct,target_color,blue,12,0.6666666666666666,0.5833333333333334,-0.08333333333333333,0.6583333333333333,0.5833333333333334,-0.075,0.8333333333333334,0.9166666666666666,3,1,2,0.010614512579049913
side,20pct,target_color,red,12,0.6666666666666666,0.6666666666666666,0.0,0.6249999999999999,0.6583333333333333,0.03333333333333334,0.8333333333333334,0.8333333333333334,2,1,1,0.03700168897553038
side,20pct,target_side,left,12,1.0,1.0,0.0,0.975,0.9916666666666667,0.016666666666666673,1.0,1.0,0,0,0,0.04188819808264573
side,20pct,target_side,right,12,0.3333333333333333,0.25,-0.08333333333333333,0.30833333333333335,0.25,-0.05833333333333333,0.6666666666666666,0.75,5,2,3,0.005728003471934549
side,20pct,blue_side,left,12,0.6666666666666666,0.6666666666666666,0.0,0.6,0.65,0.05000000000000001,0.8333333333333334,0.8333333333333334,2,1,1,0.018902746086629726
side,20pct,blue_side,right,12,0.6666666666666666,0.5833333333333334,-0.08333333333333333,0.6833333333333332,0.5916666666666667,-0.09166666666666667,0.8333333333333334,0.9166666666666666,3,1,2,0.028713455467950552
side,20pct,trajectory_condition,C0,8,0.625,0.5,-0.125,0.5625,0.525,-0.03749999999999999,0.875,1.0,1,0,1,0.030859017920447516
side,20pct,trajectory_condition,C1,8,0.75,0.75,0.0,0.7250000000000001,0.7,-0.02500000000000001,0.75,0.75,4,2,2,0.017383553655818104
side,20pct,trajectory_condition,C2,8,0.625,0.625,0.0,0.6375,0.6375,6.938893903907228e-18,0.875,0.875,0,0,0,0.023181730755604802
side,20pct,layout_x_target_side,L1/left,6,1.0,1.0,0.0,0.9500000000000001,0.9833333333333334,0.03333333333333335,1.0,1.0,0,0,0,0.023177020549774174
side,20pct,layout_x_target_side,L1/right,6,0.3333333333333333,0.5,0.16666666666666666,0.3,0.43333333333333335,0.13333333333333333,0.6666666666666666,0.5,3,2,1,0.015431689818700162
side,20pct,layout_x_target_side,L3/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.060599375615517294
side,20pct,layout_x_target_side,L3/right,6,0.3333333333333333,0.0,-0.3333333333333333,0.31666666666666665,0.06666666666666667,-0.25000000000000006,0.6666666666666666,1.0,2,0,2,-0.003975682874831062
side,20pct,condition_x_target_side,C0/left,4,1.0,1.0,0.0,0.925,0.975,0.05000000000000002,1.0,1.0,0,0,0,0.0728051089309156
side,20pct,condition_x_target_side,C0/right,4,0.25,0.0,-0.25,0.19999999999999998,0.075,-0.125,0.75,1.0,1,0,1,-0.011087073090020567
side,20pct,condition_x_target_side,C1/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.03372734287753701
side,20pct,condition_x_target_side,C1/right,4,0.5,0.5,0.0,0.44999999999999996,0.4,-0.05000000000000002,0.5,0.5,4,2,2,0.0010397644340991996
side,20pct,condition_x_target_side,C2/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.019132142439484592
side,20pct,condition_x_target_side,C2/right,4,0.25,0.25,0.0,0.275,0.275,1.3877787807814457e-17,0.75,0.75,0,0,0,0.02723131907172502
side,20pct,target_color_x_target_side,blue/left,6,1.0,1.0,0.0,0.9500000000000001,0.9833333333333334,0.03333333333333335,1.0,1.0,0,0,0,0.023789255193745095
side,20pct,target_color_x_target_side,blue/right,6,0.3333333333333333,0.16666666666666666,-0.16666666666666666,0.3666666666666667,0.18333333333333335,-0.18333333333333335,0.6666666666666666,0.8333333333333334,3,1,2,-0.0025602300356452642
side,20pct,target_color_x_target_side,red/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.059987140971546386
side,20pct,target_color_x_target_side,red/right,6,0.3333333333333333,0.3333333333333333,0.0,0.25,0.3166666666666667,0.06666666666666668,0.6666666666666666,0.6666666666666666,2,1,1,0.014016236979514365
side,30pct,overall,all,24,0.5,0.7083333333333334,0.20833333333333334,0.5750000000000001,0.7125,0.13749999999999998,1.0,0.7916666666666666,5,5,0,0.04923485692377046
side,30pct,layout,L1,12,0.5,0.8333333333333334,0.3333333333333333,0.5666666666666667,0.7666666666666666,0.20000000000000004,1.0,0.6666666666666666,4,4,0,0.043835416453269604
side,30pct,layout,L3,12,0.5,0.5833333333333334,0.08333333333333333,0.5833333333333334,0.6583333333333333,0.075,1.0,0.9166666666666666,1,1,0,0.0546342973942713
side,30pct,target_color,blue,12,0.5,0.6666666666666666,0.16666666666666666,0.5833333333333334,0.6749999999999999,0.09166666666666666,1.0,0.8333333333333334,2,2,0,0.03955723625879423
side,30pct,target_color,red,12,0.5,0.75,0.25,0.5666666666666667,0.75,0.18333333333333335,1.0,0.75,3,3,0,0.0589124775887467
side,30pct,target_side,left,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.05838421129699175
side,30pct,target_side,right,12,0.0,0.4166666666666667,0.4166666666666667,0.15000000000000002,0.425,0.275,1.0,0.5833333333333334,5,5,0,0.04008550255054918
side,30pct,blue_side,left,12,0.5,0.75,0.25,0.5666666666666667,0.75,0.18333333333333335,1.0,0.75,3,3,0,0.04079108416723708
side,30pct,blue_side,right,12,0.5,0.6666666666666666,0.16666666666666666,0.5833333333333334,0.6749999999999999,0.09166666666666666,1.0,0.8333333333333334,2,2,0,0.05767862968030384
side,30pct,trajectory_condition,C0,8,0.5,0.5,0.0,0.575,0.5125,-0.0625,1.0,1.0,0,0,0,0.05100428212783299
side,30pct,trajectory_condition,C1,8,0.5,0.75,0.25,0.6125,0.8125,0.19999999999999998,1.0,0.75,2,2,0,0.03633633305318652
side,30pct,trajectory_condition,C2,8,0.5,0.875,0.375,0.5375000000000001,0.8125,0.27499999999999997,1.0,0.625,3,3,0,0.06036395559029186
side,30pct,layout_x_target_side,L1/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.032911783574769884
side,30pct,layout_x_target_side,L1/right,6,0.0,0.6666666666666666,0.6666666666666666,0.13333333333333333,0.5333333333333333,0.4000000000000001,1.0,0.3333333333333333,4,4,0,0.054759049331769345
side,30pct,layout_x_target_side,L3/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0838566390192136
side,30pct,layout_x_target_side,L3/right,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.31666666666666665,0.15,1.0,0.8333333333333334,1,1,0,0.025411955769329014
side,30pct,condition_x_target_side,C0/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.10291481821797788
side,30pct,condition_x_target_side,C0/right,4,0.0,0.0,0.0,0.15,0.025,-0.125,1.0,1.0,0,0,0,-0.0009062539623118874
side,30pct,condition_x_target_side,C1/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.033522608242928964
side,30pct,condition_x_target_side,C1/right,4,0.0,0.5,0.5,0.225,0.625,0.4,1.0,0.5,2,2,0,0.039150057863444075
side,30pct,condition_x_target_side,C2/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.038715207430068385
side,30pct,condition_x_target_side,C2/right,4,0.0,0.75,0.75,0.07500000000000001,0.625,0.5499999999999999,1.0,0.25,3,3,0,0.08201270375051534
side,30pct,target_color_x_target_side,blue/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.04026281787548213
side,30pct,target_color_x_target_side,blue/right,6,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3499999999999999,0.18333333333333332,1.0,0.6666666666666666,2,2,0,0.03885165464210633
side,30pct,target_color_x_target_side,red/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.07650560471850136
side,30pct,target_color_x_target_side,red/right,6,0.0,0.5,0.5,0.13333333333333333,0.5,0.3666666666666667,1.0,0.5,3,3,0,0.04131935045899202
side,40pct,overall,all,24,0.5,0.8333333333333334,0.3333333333333333,0.5375,0.8041666666666667,0.26666666666666666,1.0,0.6666666666666666,8,8,0,0.07444236211556321
side,40pct,layout,L1,12,0.5,0.8333333333333334,0.3333333333333333,0.5166666666666666,0.8250000000000001,0.30833333333333335,1.0,0.6666666666666666,4,4,0,0.07267642790451646
side,40pct,layout,L3,12,0.5,0.8333333333333334,0.3333333333333333,0.5583333333333333,0.7833333333333333,0.225,1.0,0.6666666666666666,4,4,0,0.07620829632660994
side,40pct,target_color,blue,12,0.5,0.8333333333333334,0.3333333333333333,0.5333333333333333,0.8000000000000002,0.26666666666666666,1.0,0.6666666666666666,4,4,0,0.07367151562900594
side,40pct,target_color,red,12,0.5,0.8333333333333334,0.3333333333333333,0.5416666666666666,0.8083333333333335,0.26666666666666666,1.0,0.6666666666666666,4,4,0,0.07521320860212048
side,40pct,target_side,left,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.07049842974481484
side,40pct,target_side,right,12,0.0,0.6666666666666666,0.6666666666666666,0.075,0.6083333333333334,0.5333333333333333,1.0,0.3333333333333333,8,8,0,0.07838629448631157
side,40pct,blue_side,left,12,0.5,0.8333333333333334,0.3333333333333333,0.5416666666666666,0.8083333333333332,0.26666666666666666,1.0,0.6666666666666666,4,4,0,0.06217788862995804
side,40pct,blue_side,right,12,0.5,0.8333333333333334,0.3333333333333333,0.5333333333333333,0.8000000000000002,0.26666666666666666,1.0,0.6666666666666666,4,4,0,0.08670683560116837
side,40pct,trajectory_condition,C0,8,0.5,0.5,0.0,0.5375000000000001,0.5375,-3.469446951953614e-18,1.0,1.0,0,0,0,0.07797421504976228
side,40pct,trajectory_condition,C1,8,0.5,1.0,0.5,0.55,0.9125,0.36250000000000004,1.0,0.5,4,4,0,0.060840643066912885
side,40pct,trajectory_condition,C2,8,0.5,1.0,0.5,0.525,0.9625,0.4375,1.0,0.5,4,4,0,0.08451222823001445
side,40pct,layout_x_target_side,L1/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.049136524672309556
side,40pct,layout_x_target_side,L1/right,6,0.0,0.6666666666666666,0.6666666666666666,0.03333333333333333,0.6499999999999999,0.6166666666666667,1.0,0.3333333333333333,4,4,0,0.09621633113672338
side,40pct,layout_x_target_side,L3/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0918603348173201
side,40pct,layout_x_target_side,L3/right,6,0.0,0.6666666666666666,0.6666666666666666,0.11666666666666665,0.5666666666666668,0.45,1.0,0.3333333333333333,4,4,0,0.060556257835899796
side,40pct,condition_x_target_side,C0/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.12951131969690322
side,40pct,condition_x_target_side,C0/right,4,0.0,0.0,0.0,0.07500000000000001,0.075,-6.938893903907228e-18,1.0,1.0,0,0,0,0.026437110402621342
side,40pct,condition_x_target_side,C1/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.03864592216908931
side,40pct,condition_x_target_side,C1/right,4,0.0,1.0,1.0,0.1,0.825,0.725,1.0,0.0,4,4,0,0.08303536396473646
side,40pct,condition_x_target_side,C2/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.04333804736845195
side,40pct,condition_x_target_side,C2/right,4,0.0,1.0,1.0,0.05,0.925,0.875,1.0,0.0,4,4,0,0.12568640909157694
side,40pct,target_color_x_target_side,blue/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.05746310977265238
side,40pct,target_color_x_target_side,blue/right,6,0.0,0.6666666666666666,0.6666666666666666,0.06666666666666667,0.6,0.5333333333333333,1.0,0.3333333333333333,4,4,0,0.08987992148535949
side,40pct,target_color_x_target_side,red/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.08353374971697726
side,40pct,target_color_x_target_side,red/right,6,0.0,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.6166666666666667,0.5333333333333333,1.0,0.3333333333333333,4,4,0,0.06689266748726368
side,100pct,overall,all,24,0.5,0.75,0.25,0.4875,0.7583333333333333,0.2708333333333333,1.0,0.75,6,6,0,0.116531477154543
side,100pct,layout,L1,12,0.5,0.75,0.25,0.4583333333333333,0.7583333333333333,0.3,1.0,0.75,3,3,0,0.11998687653491892
side,100pct,layout,L3,12,0.5,0.75,0.25,0.5166666666666667,0.7583333333333333,0.24166666666666667,1.0,0.75,3,3,0,0.11307607777416705
side,100pct,target_color,blue,12,0.5,0.6666666666666666,0.16666666666666666,0.4583333333333333,0.6999999999999998,0.24166666666666667,1.0,0.8333333333333334,2,2,0,0.12330183467517296
side,100pct,target_color,red,12,0.5,0.8333333333333334,0.3333333333333333,0.5166666666666667,0.8166666666666665,0.3,1.0,0.6666666666666666,4,4,0,0.10976111963391304
side,100pct,target_side,left,12,1.0,1.0,0.0,0.9583333333333334,0.9666666666666667,0.008333333333333331,1.0,1.0,0,0,0,0.07165878831098477
side,100pct,target_side,right,12,0.0,0.5,0.5,0.016666666666666666,0.5499999999999999,0.5333333333333333,1.0,0.5,6,6,0,0.1614041659981012
side,100pct,blue_side,left,12,0.5,0.8333333333333334,0.3333333333333333,0.47500000000000003,0.7833333333333333,0.30833333333333335,1.0,0.6666666666666666,4,4,0,0.10672383302201827
side,100pct,blue_side,right,12,0.5,0.6666666666666666,0.16666666666666666,0.5,0.7333333333333334,0.2333333333333333,1.0,0.8333333333333334,2,2,0,0.12633912128706767
side,100pct,trajectory_condition,C0,8,0.5,0.5,0.0,0.525,0.5125,-0.0125,1.0,1.0,0,0,0,0.1206358310766518
side,100pct,trajectory_condition,C1,8,0.5,1.0,0.5,0.5,0.9,0.4,1.0,0.5,4,4,0,0.12180786291137337
side,100pct,trajectory_condition,C2,8,0.5,0.75,0.25,0.4375,0.8625,0.42500000000000004,1.0,0.75,2,2,0,0.10715073747560382
side,100pct,layout_x_target_side,L1/left,6,1.0,1.0,0.0,0.9166666666666666,0.9333333333333332,0.016666666666666663,1.0,1.0,0,0,0,0.06323102427025634
side,100pct,layout_x_target_side,L1/right,6,0.0,0.5,0.5,0.0,0.5833333333333334,0.5833333333333334,1.0,0.5,3,3,0,0.17674272879958153
