episode_id,layout_id,trajectory_condition,target_color,target_side_base,blue_block_side_base,red_block_side_base,prompt_family,decision,target_label,original_score,flipped_score,score_delta_flip_minus_original,original_prediction,flipped_prediction,prediction_changed,original_correct,flipped_correct,accuracy_change,original_seed_correct_rate,flipped_seed_correct_rate,seed_accuracy_change
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,color,exponential,red,-0.0045590938429056335,0.020867094538303908,0.025426188381209542,blue,red,1,0,1,1,0.3,1.0,0.7
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,color,10pct,red,0.00544559680856764,0.07134886272251605,0.0659032659139484,red,red,0,1,1,0,0.5,1.0,0.5
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,color,20pct,red,-0.02774739423766732,0.05435049561783672,0.08209788985550404,blue,red,1,0,1,1,0.2,1.0,0.8
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,color,30pct,red,-0.0008486277889460415,0.09998054038733244,0.10082916817627847,blue,red,1,0,1,1,0.4,1.0,0.6
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,color,40pct,red,0.00459367111325262,0.12914073914289476,0.12454706802964213,red,red,0,1,1,0,0.5,1.0,0.5
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,color,100pct,red,0.06047393977642059,0.17704730257391932,0.11657336279749872,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,color,flat,red,0.005497630888765508,0.016095209324901757,0.010597578436136249,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,color,linear,red,-0.0007455831224268137,0.019183898796186306,0.01992948191861312,blue,red,1,0,1,1,0.5,1.0,0.5
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,color,exponential,red,-0.001362082562573189,0.024537102182919972,0.025899184745493162,blue,red,1,0,1,1,0.3,1.0,0.7
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,color,10pct,red,-0.003209838643670082,-0.027011678740382197,-0.023801840096712115,blue,blue,0,0,0,0,0.5,0.0,-0.5
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,color,20pct,red,0.013597232848405843,0.01647957861423493,0.0028823457658290856,red,red,0,1,1,0,0.8,0.7,-0.10000000000000009
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,color,30pct,red,0.04741068370640278,0.11115042306482789,0.06373973935842511,red,red,0,1,1,0,0.9,1.0,0.09999999999999998
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,color,40pct,red,0.09521998316049576,0.23767750561237333,0.14245752245187757,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,color,100pct,red,0.2764968641102314,0.48534384891390797,0.20884698480367658,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,color,flat,red,0.034562108013778924,0.060667981114238496,0.026105873100459573,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,color,linear,red,0.029351020666460195,0.06932704351428481,0.039976022847824616,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,color,exponential,red,0.02563136441874991,0.05935309426568793,0.033721729846938026,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,color,10pct,red,0.008411174118518829,-0.04841090485453606,-0.056822078973054885,red,blue,1,1,0,-1,0.7,0.0,-0.7
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,color,20pct,red,0.009344962984323501,-0.013722507581114762,-0.023067470565438265,red,blue,1,1,0,-1,0.5,0.3,-0.2
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,color,30pct,red,0.007043352611362934,0.03640722017735243,0.029363867565989493,red,red,0,1,1,0,0.5,0.9,0.4
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,color,40pct,red,0.015109817832708362,0.0951122120022774,0.08000239416956904,red,red,0,1,1,0,0.7,1.0,0.30000000000000004
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,color,100pct,red,0.33072714954614635,0.41596075966954227,0.08523361012339592,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,color,flat,red,0.036747461060682926,0.04621786218550469,0.009470401124821767,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,color,linear,red,0.021661392218536805,0.03791002064943314,0.016248628430896337,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,color,exponential,red,0.016266038912173944,0.027039971250500765,0.010773932338326821,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,color,10pct,red,0.045031651351600886,-0.030921435970813035,-0.07595308732241392,red,blue,1,1,0,-1,1.0,0.0,-1.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,color,20pct,red,0.026792921293526888,-0.008345614299178121,-0.03513853559270501,red,blue,1,1,0,-1,0.7,0.5,-0.19999999999999996
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,color,30pct,red,0.03971972550265491,0.007292642090469604,-0.0324270834121853,red,red,0,1,1,0,0.8,0.6,-0.20000000000000007
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,color,40pct,red,0.07498218592256307,0.012097551152110104,-0.06288463477045297,red,red,0,1,1,0,1.0,0.7,-0.30000000000000004
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,color,100pct,red,0.2963335245847702,0.15222287327051165,-0.14411065131425854,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,color,flat,red,0.02963335245847702,0.015222287327051165,-0.014411065131425854,red,red,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,color,linear,red,0.02264986544847488,0.007450756538997998,-0.015199108909476882,red,red,0,1,1,0,1.0,0.9,-0.09999999999999998
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,color,exponential,red,0.022285033234044547,0.00377893472107565,-0.018506098512968895,red,red,0,1,1,0,1.0,0.8,-0.19999999999999996
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,color,10pct,blue,0.10236824937164785,-0.0024232327938079837,-0.10479148216545583,red,blue,1,0,1,1,0.0,0.5,0.5
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,color,20pct,blue,0.18159792870283128,0.057235721871256834,-0.12436220683157445,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,color,30pct,blue,0.2384489022195339,0.14700758717954157,-0.09144131503999234,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,color,40pct,blue,0.2736810341477394,0.23492308631539344,-0.038757947832345985,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,color,100pct,blue,0.2454893745481968,0.21492321342229842,-0.030566161125898383,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,color,flat,blue,0.0306861718185246,0.026865401677787303,-0.003820770140737298,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,color,linear,blue,0.05800114125013351,0.043177102216415936,-0.014824039033717575,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,color,exponential,blue,0.07487389460380404,0.04602981078678372,-0.028844083817020326,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,color,10pct,blue,0.06588305823504924,-0.03553984120488167,-0.10142289943993091,red,blue,1,0,1,1,0.0,0.9,0.9
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,color,20pct,blue,0.11424310900270938,0.025041991099715243,-0.08920111790299415,red,red,0,0,0,0,0.0,0.3,0.3
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,color,30pct,blue,0.17125434815883633,0.11257392782717941,-0.05868042033165692,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,color,40pct,blue,0.2304768396914005,0.18225070729851722,-0.048226132392883286,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,color,100pct,blue,0.17539623230695717,0.2182817734777927,0.04288554117083554,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,color,flat,blue,0.019488470256328574,0.02425353038642141,0.004765060130092837,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,color,linear,blue,0.043151127331786686,0.03605055525898933,-0.007100572072797358,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,color,exponential,blue,0.05258465268022996,0.03321904171440152,-0.019365610965828436,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,color,10pct,blue,0.04768594907596707,0.06169415342621505,0.01400820435024798,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,color,20pct,blue,0.11960461955517532,0.15909507930278777,0.03949045974761245,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,color,30pct,blue,0.17329385339282455,0.28952747433446346,0.11623362094163892,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,color,40pct,blue,0.18315863735973836,0.3430136513710022,0.15985501401126384,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,color,100pct,blue,0.18080097287893293,0.40137192904949187,0.22057095617055894,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,color,flat,blue,0.018080097287893292,0.04013719290494919,0.022057095617055895,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,color,linear,blue,0.03440785063938661,0.05942817790941759,0.02502032727003098,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,color,exponential,blue,0.040277101674786445,0.06634271585535388,0.026065614180567437,red,red,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,right,side,10pct,left,-0.0035302220657467843,-0.026797733791172507,-0.023267511725425724,left,left,0,1,1,0,0.6,0.9,0.30000000000000004
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,right,side,20pct,left,-0.02559907756745816,-0.06039624206721783,-0.03479716449975967,left,left,0,1,1,0,0.7,0.9,0.20000000000000007
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,right,side,30pct,left,-0.06680342387408017,-0.09782681535929441,-0.03102339148521424,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,right,side,40pct,left,-0.13254193738102915,-0.13423921659588817,-0.0016972792148590155,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,right,side,100pct,left,-0.25755567774176596,-0.18167940899729726,0.0758762687444687,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,right,side,flat,left,-0.032194459717720746,-0.022709926124662157,0.009484533593058588,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,right,side,linear,left,-0.04013207064320643,-0.0321341781773501,0.007997892465856332,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,right,side,exponential,left,-0.03750884594709192,-0.035831230698471425,0.0016776152486204926,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,right,side,10pct,left,-0.035210366249084475,-0.020842857360839847,0.014367508888244628,left,left,0,1,1,0,1.0,0.9,-0.09999999999999998
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,right,side,20pct,left,-0.08088519394397736,-0.07168718099594118,0.009198012948036183,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,right,side,30pct,left,-0.1186099100112915,-0.10445825338363648,0.01415165662765501,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,right,side,40pct,left,-0.13805630683898926,-0.09755808025598525,0.040498226583004004,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,right,side,100pct,left,-0.13894421756267547,-0.014217525720596317,0.12472669184207916,left,left,0,1,1,0,1.0,0.6,-0.4
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,right,side,flat,left,-0.017368027195334434,-0.0017771907150745396,0.015590836480259895,left,left,0,1,1,0,1.0,0.6,-0.4
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,right,side,linear,left,-0.027405313567982776,-0.011842227106293044,0.015563086461689732,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,right,side,exponential,left,-0.03358731420739049,-0.01951830036072711,0.014069013846663377,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,right,side,10pct,left,-0.035582328736782076,-0.04000205922871828,-0.004419730491936204,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,right,side,20pct,left,-0.0940979239344597,-0.09645355843007565,-0.0023556344956159464,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,right,side,30pct,left,-0.13063352901488542,-0.11743950653821228,0.013194022476673145,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,right,side,40pct,left,-0.12274928793311118,-0.10876517340540885,0.013984114527702332,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,right,side,100pct,left,-0.011029730737209318,-0.0874628022313118,-0.07643307149410247,left,left,0,1,1,0,0.5,1.0,0.5
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,right,side,flat,left,-0.0011029730737209319,-0.008746280223131179,-0.0076433071494102466,left,left,0,1,1,0,0.5,1.0,0.5
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,right,side,linear,left,-0.009047772125764329,-0.016128800592639228,-0.0070810284668748995,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,right,side,exponential,left,-0.018081731330699128,-0.022898325137549184,-0.0048165938068500565,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,right,side,10pct,right,-0.01674908854067326,-0.011758246012032033,0.004990842528641225,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,right,side,20pct,right,-0.04204729117453099,-0.0430657234787941,-0.0010184323042631144,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,right,side,30pct,right,-0.07141407741233707,-0.0760720308870077,-0.004657953474670629,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,right,side,40pct,right,-0.09714811362326146,-0.07687058150768279,0.020277532115578673,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,right,side,100pct,right,-0.11660549640655518,-0.07296625971794128,0.0436392366886139,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,right,side,flat,right,-0.014575687050819398,-0.00912078246474266,0.0054549045860767375,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,right,side,linear,right,-0.020093260622686807,-0.01464043180975649,0.005452828812930317,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,right,side,exponential,right,-0.023345357554027234,-0.01862781320997443,0.004717544344052804,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,right,side,10pct,right,0.008667736053466797,-0.002747533321380615,-0.011415269374847412,right,left,1,1,0,-1,0.6,0.2,-0.39999999999999997
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,right,side,20pct,right,-0.0212580680847168,0.015268160104751589,0.03652622818946839,left,right,1,0,1,1,0.3,0.7,0.39999999999999997
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,right,side,30pct,right,-0.05825803279876708,0.02803600013256073,0.08629403293132781,left,right,1,0,1,1,0.1,0.9,0.8
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,right,side,40pct,right,-0.07790539652109145,0.03276372164487839,0.11066911816596983,left,right,1,0,1,1,0.0,0.9,0.9
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,right,side,100pct,right,-0.12651907950639724,0.07408781051635743,0.20060689002275467,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,right,side,flat,right,-0.015814884938299655,0.009260976314544679,0.025075861252844334,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,right,side,linear,right,-0.016821437494622334,0.011415262561705379,0.028236700056327713,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,right,side,exponential,right,-0.015639582198370878,0.010329898723096016,0.025969480921466892,left,right,1,0,1,1,0.2,1.0,0.8
2026_08_18_00_46_25_193744_L1_right_C2,L1,C2,red,right,left,right,side,10pct,right,0.00995220310986042,-0.0010798522084951403,-0.011032055318355561,right,left,1,1,0,-1,0.6,0.4,-0.19999999999999996
2026_08_18_00_46_25_193744_L1_right_C2,L1,C2,red,right,left,right,side,20pct,right,0.002930339649319647,0.02615466490387917,0.023224325254559523,right,right,0,1,1,0,0.5,0.9,0.4
2026_08_18_00_46_25_193744_L1_right_C2,L1,C2,red,right,left,right,side,30pct,right,-0.04359186638146637,0.039637443609535694,0.08322930999100206,left,right,1,0,1,1,0.2,1.0,0.8
2026_08_18_00_46_25_193744_L1_right_C2,L1,C2,red,right,left,right,side,40pct,right,-0.060852957069873814,0.048088776767253885,0.1089417338371277,left,right,1,0,1,1,0.1,1.0,0.9
2026_08_18_00_46_25_193744_L1_right_C2,L1,C2,red,right,left,right,side,100pct,right,-0.15943441689014434,0.048119595646858214,0.20755401253700256,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_46_25_193744_L1_right_C2,L1,C2,red,right,left,right,side,flat,right,-0.015943441689014435,0.004811959564685822,0.020755401253700255,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_46_25_193744_L1_right_C2,L1,C2,red,right,left,right,side,linear,right,-0.015757990073073994,0.008608462593772195,0.02436645266684619,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_46_25_193744_L1_right_C2,L1,C2,red,right,left,right,side,exponential,right,-0.012774264389524713,0.00930239363957791,0.022076658029102622,left,right,1,0,1,1,0.1,1.0,0.9
2026_08_18_00_48_13_457980_L1_left_C0,L1,C0,red,left,right,left,side,10pct,left,-0.05989019569009543,-0.01355399586260319,0.04633619982749224,left,left,0,1,1,0,1.0,0.7,-0.30000000000000004
2026_08_18_00_48_13_457980_L1_left_C0,L1,C0,red,left,right,left,side,20pct,left,-0.12437491819262506,-0.035398723930120474,0.08897619426250458,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_48_13_457980_L1_left_C0,L1,C0,red,left,right,left,side,30pct,left,-0.1885506163164973,-0.057354452647268774,0.13119616366922854,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_48_13_457980_L1_left_C0,L1,C0,red,left,right,left,side,40pct,left,-0.2429306863248348,-0.06373557075858116,0.17919511556625364,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_48_13_457980_L1_left_C0,L1,C0,red,left,right,left,side,100pct,left,-0.31708127632737154,-0.08373557478189468,0.23334570154547685,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_48_13_457980_L1_left_C0,L1,C0,red,left,right,left,side,flat,left,-0.03963515954092144,-0.010466946847736835,0.029168212693184606,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_48_13_457980_L1_left_C0,L1,C0,red,left,right,left,side,linear,left,-0.05699959345575836,-0.013854688012765513,0.04314490544299285,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_48_13_457980_L1_left_C0,L1,C0,red,left,right,left,side,exponential,left,-0.06605674672676652,-0.01663993702483725,0.04941680970192927,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_05_482404_L1_left_C1,L1,C1,red,left,right,left,side,10pct,left,-0.04876137971878052,-0.021534569263458255,0.027226810455322267,left,left,0,1,1,0,1.0,0.9,-0.09999999999999998
2026_08_18_00_49_05_482404_L1_left_C1,L1,C1,red,left,right,left,side,20pct,left,-0.12233700513839724,-0.09165066808462144,0.030686337053775797,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_05_482404_L1_left_C1,L1,C1,red,left,right,left,side,30pct,left,-0.17713469445705413,-0.15601230829954146,0.021122386157512663,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_05_482404_L1_left_C1,L1,C1,red,left,right,left,side,40pct,left,-0.2010676884651184,-0.18225989192724226,0.018807796537876148,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_05_482404_L1_left_C1,L1,C1,red,left,right,left,side,100pct,left,-0.21278927028179165,-0.1598106399178505,0.052978630363941154,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_05_482404_L1_left_C1,L1,C1,red,left,right,left,side,flat,left,-0.026598658785223956,-0.019976329989731312,0.006622328795492644,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_05_482404_L1_left_C1,L1,C1,red,left,right,left,side,linear,left,-0.042057048446602296,-0.033183525544073854,0.008873522902528443,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_05_482404_L1_left_C1,L1,C1,red,left,right,left,side,exponential,left,-0.05073438024668361,-0.03928884429918678,0.011445535947496824,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_36_378126_L1_left_C2,L1,C2,red,left,right,left,side,10pct,left,-0.07029699303209783,-0.026538266837596892,0.043758726194500934,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_36_378126_L1_left_C2,L1,C2,red,left,right,left,side,20pct,left,-0.15007701799273493,-0.10272263996303083,0.0473543780297041,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_36_378126_L1_left_C2,L1,C2,red,left,right,left,side,30pct,left,-0.21094686053693293,-0.16211699653416872,0.048829864002764206,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_36_378126_L1_left_C2,L1,C2,red,left,right,left,side,40pct,left,-0.22784163132309915,-0.1838104572892189,0.04403117403388024,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_36_378126_L1_left_C2,L1,C2,red,left,right,left,side,100pct,left,-0.18605044931173326,-0.21715852469205857,-0.031108075380325312,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_36_378126_L1_left_C2,L1,C2,red,left,right,left,side,flat,left,-0.018605044931173327,-0.021715852469205855,-0.0031108075380325284,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_36_378126_L1_left_C2,L1,C2,red,left,right,left,side,linear,left,-0.03314652659676292,-0.03075195564465089,0.0023945709521120302,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_49_36_378126_L1_left_C2,L1,C2,red,left,right,left,side,exponential,left,-0.04417930774729493,-0.03572656503282671,0.00845274271446822,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,right,left,side,10pct,right,0.02741661187261343,-0.0062693672627210624,-0.03368597913533449,right,left,1,1,0,-1,0.9,0.3,-0.6000000000000001
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,right,left,side,20pct,right,0.01564994871616363,-0.027752769887447362,-0.04340271860361099,right,left,1,1,0,-1,0.7,0.3,-0.39999999999999997
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,right,left,side,30pct,right,-0.023208055086433886,-0.04880560617893934,-0.02559755109250545,left,left,0,0,0,0,0.5,0.1,-0.4
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,right,left,side,40pct,right,-0.07195350602269174,-0.03928462639451026,0.03266887962818148,left,left,0,0,0,0,0.1,0.3,0.19999999999999998
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,right,left,side,100pct,right,-0.12077378332614896,-0.08104976117610932,0.039724022150039645,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,right,left,side,flat,right,-0.01509672291576862,-0.010131220147013665,0.004965502768754956,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,right,left,side,linear,right,-0.015275884957777128,-0.010139264207747245,0.005136620750029883,left,left,0,0,0,0,0.1,0.1,0.0
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,right,left,side,exponential,right,-0.0113308318322678,-0.011899193836894587,-0.0005683620046267879,left,left,0,0,0,0,0.3,0.2,-0.09999999999999998
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,right,left,side,10pct,right,0.007556447982788087,0.01318063259124756,0.005624184608459474,right,right,0,1,1,0,0.6,0.7,0.09999999999999998
