episode_id,target_side,chunk_index,progress_pregrasp,seed,mode,first_prompt,second_prompt,energy_first,energy_second
06_L1_C2_left,left,9,1.0,0,left_right,pick up the left block,pick up the right block,0.370117723941803,0.3673252463340759
06_L1_C2_left,left,9,1.0,0,right_left,pick up the right block,pick up the left block,0.3673252463340759,0.370117723941803
06_L1_C2_left,left,9,1.0,1,left_left,pick up the left block,pick up the left block,0.30143770575523376,0.30143770575523376
06_L1_C2_left,left,9,1.0,1,right_right,pick up the right block,pick up the right block,0.2971026301383972,0.2971026301383972
06_L1_C2_left,left,9,1.0,1,left_right,pick up the left block,pick up the right block,0.30143770575523376,0.2971026301383972
06_L1_C2_left,left,9,1.0,1,right_left,pick up the right block,pick up the left block,0.2971026301383972,0.30143770575523376
06_L1_C2_left,left,9,1.0,2,left_left,pick up the left block,pick up the left block,0.29074347019195557,0.29074347019195557
06_L1_C2_left,left,9,1.0,2,right_right,pick up the right block,pick up the right block,0.2890791594982147,0.2890791594982147
06_L1_C2_left,left,9,1.0,2,left_right,pick up the left block,pick up the right block,0.29074347019195557,0.2890791594982147
06_L1_C2_left,left,9,1.0,2,right_left,pick up the right block,pick up the left block,0.2890791594982147,0.29074347019195557
07_L1_C2_right,right,0,0.10256410256410256,0,left_left,pick up the left block,pick up the left block,0.3763948082923889,0.3763948082923889
07_L1_C2_right,right,0,0.10256410256410256,0,right_right,pick up the right block,pick up the right block,0.3625004291534424,0.3625004291534424
07_L1_C2_right,right,0,0.10256410256410256,0,left_right,pick up the left block,pick up the right block,0.3763948082923889,0.3625004291534424
07_L1_C2_right,right,0,0.10256410256410256,0,right_left,pick up the right block,pick up the left block,0.3625004291534424,0.3763948082923889
07_L1_C2_right,right,0,0.10256410256410256,1,left_left,pick up the left block,pick up the left block,0.4585626423358917,0.4585626423358917
07_L1_C2_right,right,0,0.10256410256410256,1,right_right,pick up the right block,pick up the right block,0.4334048330783844,0.4334048330783844
07_L1_C2_right,right,0,0.10256410256410256,1,left_right,pick up the left block,pick up the right block,0.4585626423358917,0.4334048330783844
07_L1_C2_right,right,0,0.10256410256410256,1,right_left,pick up the right block,pick up the left block,0.4334048330783844,0.4585626423358917
07_L1_C2_right,right,0,0.10256410256410256,2,left_left,pick up the left block,pick up the left block,0.3520905375480652,0.3520905375480652
07_L1_C2_right,right,0,0.10256410256410256,2,right_right,pick up the right block,pick up the right block,0.3479667603969574,0.3479667603969574
07_L1_C2_right,right,0,0.10256410256410256,2,left_right,pick up the left block,pick up the right block,0.3520905375480652,0.3479667603969574
07_L1_C2_right,right,0,0.10256410256410256,2,right_left,pick up the right block,pick up the left block,0.3479667603969574,0.3520905375480652
07_L1_C2_right,right,3,0.41025641025641024,0,left_left,pick up the left block,pick up the left block,0.22181899845600128,0.22181899845600128
07_L1_C2_right,right,3,0.41025641025641024,0,right_right,pick up the right block,pick up the right block,0.28104811906814575,0.28104811906814575
07_L1_C2_right,right,3,0.41025641025641024,0,left_right,pick up the left block,pick up the right block,0.22181899845600128,0.28104811906814575
07_L1_C2_right,right,3,0.41025641025641024,0,right_left,pick up the right block,pick up the left block,0.28104811906814575,0.22181899845600128
07_L1_C2_right,right,3,0.41025641025641024,1,left_left,pick up the left block,pick up the left block,0.2937256693840027,0.2937256693840027
07_L1_C2_right,right,3,0.41025641025641024,1,right_right,pick up the right block,pick up the right block,0.37745916843414307,0.37745916843414307
07_L1_C2_right,right,3,0.41025641025641024,1,left_right,pick up the left block,pick up the right block,0.2937256693840027,0.37745916843414307
07_L1_C2_right,right,3,0.41025641025641024,1,right_left,pick up the right block,pick up the left block,0.37745916843414307,0.2937256693840027
07_L1_C2_right,right,3,0.41025641025641024,2,left_left,pick up the left block,pick up the left block,0.32001298666000366,0.32001298666000366
07_L1_C2_right,right,3,0.41025641025641024,2,right_right,pick up the right block,pick up the right block,0.4073890447616577,0.4073890447616577
07_L1_C2_right,right,3,0.41025641025641024,2,left_right,pick up the left block,pick up the right block,0.32001298666000366,0.4073890447616577
07_L1_C2_right,right,3,0.41025641025641024,2,right_left,pick up the right block,pick up the left block,0.4073890447616577,0.32001298666000366
07_L1_C2_right,right,9,1.0,0,left_left,pick up the left block,pick up the left block,0.40795642137527466,0.40795642137527466
07_L1_C2_right,right,9,1.0,0,right_right,pick up the right block,pick up the right block,0.4111522138118744,0.4111522138118744
07_L1_C2_right,right,9,1.0,0,left_right,pick up the left block,pick up the right block,0.40795642137527466,0.4111522138118744
07_L1_C2_right,right,9,1.0,0,right_left,pick up the right block,pick up the left block,0.4111522138118744,0.40795642137527466
07_L1_C2_right,right,9,1.0,1,left_left,pick up the left block,pick up the left block,0.41638076305389404,0.41638076305389404
07_L1_C2_right,right,9,1.0,1,right_right,pick up the right block,pick up the right block,0.42059165239334106,0.42059165239334106
07_L1_C2_right,right,9,1.0,1,left_right,pick up the left block,pick up the right block,0.41638076305389404,0.42059165239334106
07_L1_C2_right,right,9,1.0,1,right_left,pick up the right block,pick up the left block,0.42059165239334106,0.41638076305389404
07_L1_C2_right,right,9,1.0,2,left_left,pick up the left block,pick up the left block,0.35157471895217896,0.35157471895217896
07_L1_C2_right,right,9,1.0,2,right_right,pick up the right block,pick up the right block,0.35561832785606384,0.35561832785606384
07_L1_C2_right,right,9,1.0,2,left_right,pick up the left block,pick up the right block,0.35157471895217896,0.35561832785606384
07_L1_C2_right,right,9,1.0,2,right_left,pick up the right block,pick up the left block,0.35561832785606384,0.35157471895217896
