episode_id,layout_id,condition,target_color,target_side_base,target_side_exterior_original,blue_block_side_base,red_block_side_base,chunk_index,phase,start,stop,executed_steps,progress_pregrasp,progress_full,seed,visual_condition,prompt_family,first_prompt,second_prompt,energy_first,energy_second,margin_first_minus_second,cartesian_x,cartesian_y,cartesian_z
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,10,postgrasp,156,172,16,1.0,0.9717514124293786,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.3822755813598633,0.365570604801178,0.016704976558685303,0.6420590281486511,0.04509197548031807,0.19043219089508057
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,10,postgrasp,156,172,16,1.0,0.9717514124293786,7,exterior_hflip,side,pick up the left block,pick up the right block,0.3845388889312744,0.3837933838367462,0.0007455050945281982,0.6420590281486511,0.04509197548031807,0.19043219089508057
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,10,postgrasp,156,172,16,1.0,0.9717514124293786,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.33886197209358215,0.33706381916999817,0.0017981529235839844,0.6420590281486511,0.04509197548031807,0.19043219089508057
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,10,postgrasp,156,172,16,1.0,0.9717514124293786,8,exterior_hflip,side,pick up the left block,pick up the right block,0.3411727547645569,0.34440892934799194,-0.0032361745834350586,0.6420590281486511,0.04509197548031807,0.19043219089508057
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,10,postgrasp,156,172,16,1.0,0.9717514124293786,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.37991079688072205,0.35946011543273926,0.020450681447982788,0.6420590281486511,0.04509197548031807,0.19043219089508057
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,10,postgrasp,156,172,16,1.0,0.9717514124293786,9,exterior_hflip,side,pick up the left block,pick up the right block,0.3793107569217682,0.3819745182991028,-0.0026637613773345947,0.6420590281486511,0.04509197548031807,0.19043219089508057
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.5339086651802063,0.47594937682151794,0.057959288358688354,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,0,exterior_hflip,side,pick up the left block,pick up the right block,0.5188431143760681,0.5167506337165833,0.0020924806594848633,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.5046674013137817,0.4587239921092987,0.04594340920448303,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,1,exterior_hflip,side,pick up the left block,pick up the right block,0.491879940032959,0.4941820204257965,-0.0023020803928375244,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.49232974648475647,0.4489513337612152,0.04337841272354126,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,2,exterior_hflip,side,pick up the left block,pick up the right block,0.47821229696273804,0.4792344272136688,-0.0010221302509307861,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.43251103162765503,0.38619452714920044,0.04631650447845459,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,3,exterior_hflip,side,pick up the left block,pick up the right block,0.41800975799560547,0.41794463992118835,6.511807441711426e-05,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.4512259364128113,0.41818612813949585,0.03303980827331543,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,4,exterior_hflip,side,pick up the left block,pick up the right block,0.44085752964019775,0.4446354806423187,-0.0037779510021209717,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.6282075047492981,0.5631910562515259,0.06501644849777222,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,5,exterior_hflip,side,pick up the left block,pick up the right block,0.6106250286102295,0.6114235520362854,-0.0007985234260559082,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.5841598510742188,0.550820529460907,0.03333932161331177,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,6,exterior_hflip,side,pick up the left block,pick up the right block,0.5760303735733032,0.578572154045105,-0.002541780471801758,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.4247888922691345,0.3891810476779938,0.03560784459114075,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,7,exterior_hflip,side,pick up the left block,pick up the right block,0.41312941908836365,0.4095029830932617,0.0036264359951019287,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.4964178204536438,0.4543297588825226,0.042088061571121216,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,8,exterior_hflip,side,pick up the left block,pick up the right block,0.482119083404541,0.48178136348724365,0.0003377199172973633,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.3817495107650757,0.355197548866272,0.02655196189880371,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,right,left,right,11,postgrasp,172,177,5,1.0,1.0,9,exterior_hflip,side,pick up the left block,pick up the right block,0.36977052688598633,0.3702978789806366,-0.0005273520946502686,0.6420595645904541,0.04509175196290016,0.19043156504631042
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.27131161093711853,0.22401723265647888,0.04729437828063965,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,0,exterior_hflip,side,pick up the left block,pick up the right block,0.22185784578323364,0.2359115332365036,-0.014053687453269958,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.19019129872322083,0.17402951419353485,0.016161784529685974,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,1,exterior_hflip,side,pick up the left block,pick up the right block,0.16843844950199127,0.17925432324409485,-0.010815873742103577,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.18552425503730774,0.1460724025964737,0.039451852440834045,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,2,exterior_hflip,side,pick up the left block,pick up the right block,0.1454329490661621,0.15093643963336945,-0.005503490567207336,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.30014148354530334,0.2793736755847931,0.020767807960510254,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,3,exterior_hflip,side,pick up the left block,pick up the right block,0.26428186893463135,0.2897146940231323,-0.025432825088500977,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.3215097188949585,0.3119128942489624,0.009596824645996094,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,4,exterior_hflip,side,pick up the left block,pick up the right block,0.28482797741889954,0.33120056986808777,-0.04637259244918823,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.22243955731391907,0.17712080478668213,0.04531875252723694,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,5,exterior_hflip,side,pick up the left block,pick up the right block,0.18155759572982788,0.18841956555843353,-0.006861969828605652,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.1875355839729309,0.17333024740219116,0.014205336570739746,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,6,exterior_hflip,side,pick up the left block,pick up the right block,0.17292995750904083,0.1848035752773285,-0.011873617768287659,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.2646011412143707,0.1943025290966034,0.07029861211776733,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,7,exterior_hflip,side,pick up the left block,pick up the right block,0.19420215487480164,0.20859667658805847,-0.014394521713256836,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.18543656170368195,0.15056587755680084,0.034870684146881104,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,8,exterior_hflip,side,pick up the left block,pick up the right block,0.14424169063568115,0.15739843249320984,-0.013156741857528687,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.31293874979019165,0.29492419958114624,0.01801455020904541,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,0,pregrasp,0,16,16,0.13793103448275862,0.11678832116788321,9,exterior_hflip,side,pick up the left block,pick up the right block,0.2914690375328064,0.3051864206790924,-0.01371738314628601,0.3815579116344452,0.00301348976790905,0.4665829539299011
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.3996036648750305,0.3435443639755249,0.056059300899505615,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,0,exterior_hflip,side,pick up the left block,pick up the right block,0.3156372904777527,0.3972305357456207,-0.08159324526786804,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.27992814779281616,0.2208731770515442,0.05905497074127197,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,1,exterior_hflip,side,pick up the left block,pick up the right block,0.20534926652908325,0.24389754235744476,-0.03854827582836151,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.3657885193824768,0.29757076501846313,0.06821775436401367,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,2,exterior_hflip,side,pick up the left block,pick up the right block,0.26396963000297546,0.33795028924942017,-0.0739806592464447,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.26119548082351685,0.19283440709114075,0.0683610737323761,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,3,exterior_hflip,side,pick up the left block,pick up the right block,0.17995813488960266,0.22096912562847137,-0.04101099073886871,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.3891618549823761,0.3071466088294983,0.08201524615287781,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,4,exterior_hflip,side,pick up the left block,pick up the right block,0.27559763193130493,0.3536277413368225,-0.07803010940551758,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.3025178909301758,0.22044532001018524,0.08207257091999054,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,5,exterior_hflip,side,pick up the left block,pick up the right block,0.20899860560894012,0.2657913565635681,-0.05679275095462799,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.2834601402282715,0.219193696975708,0.06426644325256348,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,6,exterior_hflip,side,pick up the left block,pick up the right block,0.1972065418958664,0.25312697887420654,-0.05592043697834015,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.33145222067832947,0.26389333605766296,0.0675588846206665,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,7,exterior_hflip,side,pick up the left block,pick up the right block,0.24126368761062622,0.30045145750045776,-0.05918776988983154,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.34629517793655396,0.2628767788410187,0.08341839909553528,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,8,exterior_hflip,side,pick up the left block,pick up the right block,0.24513579905033112,0.3075016438961029,-0.06236584484577179,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.3061031103134155,0.21372152864933014,0.09238158166408539,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,1,pregrasp,16,32,16,0.27586206896551724,0.23357664233576642,9,exterior_hflip,side,pick up the left block,pick up the right block,0.1982818990945816,0.24746188521385193,-0.049179986119270325,0.4242797791957855,-0.005438078194856644,0.41251233220100403
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.25884729623794556,0.23325270414352417,0.025594592094421387,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,0,exterior_hflip,side,pick up the left block,pick up the right block,0.2164909839630127,0.21604052186012268,0.00045046210289001465,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.29874470829963684,0.27163606882095337,0.02710863947868347,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,1,exterior_hflip,side,pick up the left block,pick up the right block,0.25609511137008667,0.2540024518966675,0.0020926594734191895,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.269070029258728,0.2489248514175415,0.020145177841186523,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,2,exterior_hflip,side,pick up the left block,pick up the right block,0.23227843642234802,0.23501698672771454,-0.002738550305366516,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.23637349903583527,0.21464979648590088,0.021723702549934387,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,3,exterior_hflip,side,pick up the left block,pick up the right block,0.1971498727798462,0.1956133395433426,0.001536533236503601,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.31868648529052734,0.290404349565506,0.028282135725021362,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,4,exterior_hflip,side,pick up the left block,pick up the right block,0.27058055996894836,0.2709078788757324,-0.0003273189067840576,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.2500617206096649,0.24452130496501923,0.005540415644645691,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,5,exterior_hflip,side,pick up the left block,pick up the right block,0.22024008631706238,0.22174455225467682,-0.001504465937614441,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.17243586480617523,0.14304505288600922,0.029390811920166016,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,6,exterior_hflip,side,pick up the left block,pick up the right block,0.13088464736938477,0.13188959658145905,-0.0010049492120742798,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.20951172709465027,0.18466021120548248,0.024851515889167786,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,7,exterior_hflip,side,pick up the left block,pick up the right block,0.17147119343280792,0.17402270436286926,-0.0025515109300613403,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.2596120238304138,0.24781981110572815,0.011792212724685669,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,8,exterior_hflip,side,pick up the left block,pick up the right block,0.22136196494102478,0.22733038663864136,-0.005968421697616577,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.23710693418979645,0.20320633053779602,0.03390060365200043,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,9,exterior_hflip,side,pick up the left block,pick up the right block,0.19328723847866058,0.19428616762161255,-0.0009989291429519653,0.47261476516723633,-0.012407111003994942,0.3632495403289795
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.2118566632270813,0.19436214864253998,0.01749451458454132,0.5210484862327576,-0.01958276890218258,0.31362223625183105
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,0,exterior_hflip,side,pick up the left block,pick up the right block,0.20939317345619202,0.21319535374641418,-0.003802180290222168,0.5210484862327576,-0.01958276890218258,0.31362223625183105
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.25304272770881653,0.2542884945869446,-0.0012457668781280518,0.5210484862327576,-0.01958276890218258,0.31362223625183105
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,1,exterior_hflip,side,pick up the left block,pick up the right block,0.24306322634220123,0.24712981283664703,-0.004066586494445801,0.5210484862327576,-0.01958276890218258,0.31362223625183105
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.2900135815143585,0.31240126490592957,-0.022387683391571045,0.5210484862327576,-0.01958276890218258,0.31362223625183105
